Name,Energy,Fat,Saturated_fat,Carbohydrate,Sugars,Fiber,Proteins,Salt,Sodium,Alcohol,Zinc,Magnesium,Omega3,Score,Img
Bibida Arroz coco — ,264 kj(63 kcal),"1,5 g",1 g,"12,1 g","2,7 g",Na,"0,3 g","0,33 g","0,13 g",Na,Na,Na,Na,Na,_843_517_300_3657_front_fr.7.200.jpg
L'Or espresso Delizioso — 10 capsules,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_871_100_035_7446_front_fr.4.200.jpg
yakisoba curry — Maggi — 120 g,1920 kj(459 kcal),"21,1 g",9 g,"57,3 g","9,4 g","5,7 g",7 g,3 g,"1,181 g",Na,Na,Na,Na,Na,Na
The rustik bakery Mass Madre cereales y semillas — Bimbo — 550g,1021 kj(244 kcal),"4,3 g","0,8 g",36 g,2 g,"6,3 g",12 g,"1,4 g","0,551 g",Na,Na,Na,Na,Na,_841_260_002_9138_front_es.4.200.jpg
Traditional Noodles — Tiger Khan — 400 g,1506 kj(360 kcal),3 g,0 g,75 g,2 g,Na,14 g,"0,33 g","0,13 g",Na,Na,Na,Na,Na,_843_604_230_8903_front_es.3.200.jpg
8411396000734,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_139_600_0734_front_en.3.200.jpg
Flora margarina ,1498 kj(358 kcal),60 g,12 g,"0,5 g","0,5 g",Na,0 g,"0,21 g","0,083 g",Na,Na,Na,Na,Na,_841_380_001_1503_front_en.10.200.jpg
Bebida de avena con cacao — ,251 kj(60 kcal),"0,9 g","0,2 g","11,3 g","10,6 g",Na,"1,4 g","0,1 g","0,039 g",Na,Na,Na,Na,Na,_843_654_562_0335_front_es.3.200.jpg
Not mayo,2435 kj(582 kcal),58 g,3 g,"9,3 g",1 g,Na,1 g,"2,39 g","0,941 g",Na,Na,Na,Na,Na,_780_465_965_0035_front_es.6.200.jpg
Ñoquis de patata rellenos con pesto — Hacendado — 400g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_801_505_700_3890_front_fr.3.200.jpg
Patata frijituak — Sarriegui,2500 kj(598 kcal),"43,3 g","5,91 g","44,3 g","0,48 g","1,02 g","7,03 g","0,89 g","0,35 g",Na,Na,Na,Na,Na,Na
Mayonesa — Hellmann's — 1,2347 kj(561 kcal),61 g,"9,7 g",2 g,"1,4 g",Na,"0,7 g","1,1 g","0,433 g",Na,Na,Na,Na,Na,_871_256_629_8297_front_es.3.200.jpg
Galletas Tosta Rica Cuétara 860G,1941 kj(464 kcal),16 g,"1,9 g",73 g,23 g,2 g,6 g,"0,68 g","0,268 g",0 % vol,Na,Na,Na,D,_843_416_548_6485_front_es.7.200.jpg
"manzana à partir de concentrado — solevita — 1,5l",192 kj(46 kcal),0 g,0 g,11 g,10 g,Na,1 g,0 g,0 g,Na,Na,Na,Na,D,_20037895_front_es.16.200.jpg
Fondant au Chocolat et son Cœur Coulant — Milbona,1862 kj(445 kcal),"26,9 g","21,4 g","44,2 g",30 g,0 g,"5,2 g","0,18 g","0,071 g",Na,Na,Na,Na,E,_20707880_front_fr.12.200.jpg
8421478770158,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_147_877_0158_front_es.4.200.jpg
Utopìa Coffee España — 500 gm,Na,0 g,0 g,0 g,0 g,Na,"1,5 g","5,08 g",2 g,0 % vol,Na,3 mg,Na,Na,_200_000_007_8537_front_es.9.200.jpg
Pavé de saumon sauce Aneth et son riz,502 kj(120 kcal),"3,5 g","0,8 g",15 g,"0,1 g",Na,"6,6 g","0,89 g","0,35 g",Na,Na,Na,Na,Na,_326_385_157_2417_front_fr.4.200.jpg
Meule fruitée — Etoile d or,1791 kj(428 kcal),35 g,24 g,"1,2 g","0,5 g",Na,27 g,"1,1 g","0,433 g",Na,Na,Na,Na,Na,_20929121_front_fr.15.200.jpg
Couscous aux légumes et son poulet — Leader Price — 300 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_007_610_000_3814_front_fr.3.200.jpg
Schweppes lemon mint — ,139 kj(33 kcal),0 g,0 g,"7,9 g","7,8 g",Na,0 g,0 g,0 g,Na,Na,Na,Na,E,_843_518_594_5853_front_fr.13.200.jpg
Schweppes,126 kj(30 kcal),0 g,0 g,72 g,7 g,Na,0 g,0 g,0 g,Na,Na,Na,Na,Na,_843_518_594_4108_front_fr.4.200.jpg
Tortetes Multicer. gerble,1644 kj(393 kcal),"3,9 g","0,8 g","73,5 g","0,6 g","10,3 g","10,7 g",2 g,"0,787 g",Na,Na,Na,Na,Na,_317_568_103_2057_front_fr.4.200.jpg
Boulgour — Devina — 500g,1485 kj(355 kcal),"1,9 g","0,4 g",67 g,"1,2 g",0 g,13 g,0 g,0 g,Na,Na,Na,Na,A,_26049779_front_fr.19.200.jpg
Cheese snacks,2368 kj(566 kcal),"38,1 g","23,8 g","42,3 g","0,8 g",Na,"12,2 g","1,75 g","0,689 g",Na,Na,Na,Na,Na,_079_918_190_3353_front_fr.4.200.jpg
Milka Oreo extra gourmand — 300g,2310 kj(552 kcal),"33,5 g","18,5 g",56 g,"47,5 g","1,5 g","5,4 g","0,62 g","0,244 g",Na,Na,Na,Na,E,_762_221_044_9894_front_fr.8.200.jpg
Soupe courgettes au fromage La vache qui rit — Liebig — 60 cl,142 kj(34 kcal),"1,3 g","0,8 g","4,4 g","0,3 g","0,4 g","1,1 g","0,72 g","0,283 g",Na,Na,Na,Na,C,_303_681_136_6568_front_fr.4.200.jpg
mermelada — vital — 330 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_709_2465_front_es.4.200.jpg
Pastas de España — Doña Jimena,2159 kj(516 kcal),29 g,11 g,"28,9 g",24 g,Na,"6,9 g",0 g,0 g,Na,Na,Na,Na,E,_088_744_330_1068_front_fr.4.200.jpg
54492479,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Knorr Caldo Líquido Verduras,21 kj(5 kcal),"0,5 g","0,1 g","0,5 g","0,5 g",Na,"0,5 g","0,71 g","0,28 g",Na,Na,Na,Na,Na,_871_410_081_5694_front_es.3.200.jpg
Aceite de oliva virgen extra — La Española — 1 l,3439 kj(822 kcal),91 g,12 g,0 g,0 g,Na,0 g,Na,Na,Na,Na,Na,Na,Na,_841_066_000_3006_front_es.5.200.jpg
Coles de Bruselas — Lidl — 500 g,146 kj(35 kcal),"1,4 g","0,3 g",3 g,3 g,Na,"0,5 g",Na,Na,Na,Na,Na,Na,Na,_20242084_front_es.5.200.jpg
Legumes riz et colin d Alaska 260g 18 36 mois — Mots d'enfants,247 kj(59 kcal),"1,3 g","0,4 g","8,4 g","1,7 g","1,7 g","2,5 g","0,3 g","0,118 g",Na,Na,Na,Na,Na,_356_470_046_7121_front_fr.11.200.jpg
8480012014233,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Bockwurst — Casa Westfalia — 3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_478_401_0223_front_fr.3.200.jpg
Caldo de verduras en cubitos — Knorr — 240 g (24 pastillas x 10 g),1130 kj(270 kcal),21 g,13 g,11 g,"4,3 g",Na,"9,3 g","49,4 g","19,449 g",Na,Na,Na,Na,Na,_841_380_008_5313_front_es.4.200.jpg
nata montar — milbona — 500,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_07207952_front_fr.4.200.jpg
Gullon Digestive Reduced Fat,1870 kj(447 kcal),14 g,"1,5 g",72 g,18 g,"3,7 g","6,5 g","1,6 g","0,63 g",Na,Na,Na,Na,Na,_841_037_601_6857_front_es.3.200.jpg
крема сирене — сирене крема варна — 125 g,1046 kj(250 kcal),20 g,14 g,"2,5 g","2,5 g",Na,15 g,2 g,"0,787 g",Na,Na,Na,Na,Na,_380_020_930_2267_front_bg.4.200.jpg
Leche UHT semidesnatada — eliges — 1 litro,192 kj(46 kcal),"1,6 g","1,1 g","4,7 g","4,7 g",Na,"3,1 g","0,13 g","0,051 g",Na,Na,Na,Na,Na,_848_001_200_0021_front_es.9.200.jpg
Leche fresca semidesnatada — Hacendado — 1 l,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_000_010_9088_front_es.5.200.jpg
President Rondele Serek Z Solą Morską — ,1280 kj(306 kcal),21 g,21 g,30 g,3 g,Na,6 g,"1,1 g","0,433 g",Na,Na,Na,Na,Na,_322_802_311_0071_front_fr.8.200.jpg
Lasagna de carne — Ameztoi,761 kj(182 kcal),11 g,"3,9 g","11,2 g","3,8 g",Na,"9,6 g","1,1 g","0,433 g",Na,Na,Na,Na,Na,Na
Aguadoy — 2l,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Kubdu —  — 25g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
8411037450485,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_103_745_0485_front_fr.3.200.jpg
8413115003750,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_311_500_3750_front_fr.4.200.jpg
Fromage frais bio — Oma — 150 g e,1121 kj(268 kcal),26 g,17 g,3 g,3 g,1 g,"5,4 g","0,78 g","0,307 g",Na,Na,Na,Na,D,_402_691_312_1706_front_fr.10.200.jpg
pimenton dulce — Ducros — 40 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_021_985_7104_front_es.7.200.jpg
Huevas de Bacalao — Dani — 200g,444 kj(106 kcal),"5,6 g",1 g,"1,2 g",0 g,0 g,12 g,"1,4 g","0,551 g",0 % vol,Na,Na,Na,B,_841_072_111_1541_front_es.6.200.jpg
sardinillas — Omega — 83g,766 kj(183 kcal),13 g,"2,7 g","1,4 g","0,4 g",0 g,15 g,"0,85 g","0,335 g",0 % vol,Na,Na,Na,B,_841_194_500_4978_front_es.4.200.jpg
Aloe Zéro — Grace — 500ml,4 kj(1 kcal),0 g,0 g,0 g,0 g,Na,0 g,"0,05 g","0,02 g",Na,Na,Na,Na,Na,_503_513_921_8076_front_fr.8.200.jpg
Atun claro — Carrefour — 416g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Judías verdes planas — Carrefour — 360 g,67 kj(16 kcal),Na,Na,"2,6 g","1,1 g","1,5 g","0,7 g","0,88 g","0,346 g",Na,Na,Na,Na,Na,_843_187_604_7585_front_es.8.200.jpg
Atún Calvo — 80 g,1619 kj(387 kcal),36 g,"4,5 g",0 g,0 g,Na,16 g,1 g,"0,394 g",Na,Na,Na,Na,Na,_841_009_001_0636_front_en.5.200.jpg
Vino Tinto — Don Simon — 1l,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_026_127_1101_front_es.6.200.jpg
Chipsy Pringles Paprika Papryka,2105 kj(503 kcal),31 g,"3,4 g",51 g,4 g,3 g,"4,7 g","1,8 g","0,709 g",Na,Na,Na,Na,Na,Na
Danone edition 1919 — 120 g,310 kj(74 kcal),"3,8 g","2,3 g","5,2 g","5,2 g",Na,4 g,"0,14 g","0,055 g",Na,Na,Na,Na,Na,_841_050_002_1511_front_es.3.200.jpg
Principe — Lu — 1,1987 kj(475 kcal),19 g,"6,1 g",64 g,34 g,Na,6 g,"0,59 g","0,232 g",Na,Na,Na,Na,Na,_762_221_037_3830_front_es.9.200.jpg
energética25cl — enrgética — coviran,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_282_328_0261_front_fr.10.200.jpg
Emmental Frances — Natural — 350 g,1544 kj(369 kcal),29 g,19 g,"0,5 g","0,5 g",Na,27 g,"0,5 g","0,197 g",Na,Na,Na,Na,D,Na
énergétique — e,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_428033_front_fr.4.200.jpg
Quinoa real de agricultura ecológica — Biocesta — 500 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_243_000_9247_front_es.5.200.jpg
 — Hacendado — 200 g,2096 kj(501 kcal),"24,4 g","15,3 g","63,4 g","49,2 g","3,5 g","5,3 g",0 g,0 g,Na,Na,Na,Na,E,_848_000_034_0467_front_es.20.200.jpg
Preparado panificable Sin Gluten — Hacendado — 1 kg,1443 kj(345 kcal),"1,1 g","0,4 g",78 g,"4,5 g","3,2 g","4,5 g","1,3 g","0,512 g",Na,Na,Na,Na,Na,Na
Muesli crocante amarato e chocokate de leite — Gutbio — 500 g,883 kj(211 kcal),6 g,"2,8 g","33,5 g",15 g,"9,3 g","3,9 g","0,1 g","0,039 g",Na,Na,Na,Na,B,_24027359_front_es.3.200.jpg
Bechamel — Hacendado — 200 ml,594 kj(142 kcal),10 g,"6,9 g",10 g,5 g,0 g,3 g,"0,8 g","0,315 g",Na,Na,Na,Na,Na,_848_000_010_2508_front_es.3.200.jpg
Chili con Carne — 425 g,435 kj(104 kcal),"2,8 g","0,8 g",10 g,"1,9 g",Na,7 g,"1,12 g","0,441 g",Na,Na,Na,Na,Na,_841_010_006_7087_front_es.4.200.jpg
Sanytol Cocina — 750 ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_166_017_0217_front_es.3.200.jpg
RONDELÉ Mousse de Quesso — Président,1272 kj(304 kcal),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_322_802_314_0030_front_es.4.200.jpg
Pan pita — Cedars bread — 1 bolsa,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_701_513_8015_front_es.3.200.jpg
8427406055106,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_740_605_5106_front_es.4.200.jpg
"Integral, Toastbrot — ",1117 kj(267 kcal),3 g,"0,5 g",47 g,4 g,Na,9 g,"1,5 g","0,591 g",Na,Na,Na,Na,Na,_20579005_front_en.3.200.jpg
Natillas sabor fresa — Hacendado — 500 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_000_068_1409_front_es.4.200.jpg
"Yogur con frutas — Hacendado — 1,5 kg - 2x(6x125 g)",405 kj(97 kcal),"2,56 g","1,68 g","15,2 g","15,2 g",Na,"3,36 g","0,104 g","0,041 g",Na,Na,Na,Na,Na,_848_000_020_3229_front_es.7.200.jpg
5477128779098,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
8429837002254,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_983_700_2254_front_en.3.200.jpg
20945671,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Fruits Secs Pruneaux — Frit Ravich,866 kj(207 kcal),"0,6 g","0,2 g",0 g,0 g,Na,2 g,"0,01 g","0,004 g",Na,Na,Na,Na,A,_841_056_402_3599_front_fr.8.200.jpg
Bollo crema cacao,1611 kj(385 kcal),17 g,"6,2 g",52 g,21 g,Na,"6,7 g",1 g,"0,394 g",Na,Na,Na,Na,Na,_848_000_084_0752_front_en.8.200.jpg
Yogur Natural BIO — Pur natur — 750 g,1188 kj(284 kcal),"3,9 g","2,4 g","4,9 g","4,9 g",0 g,"3,4 g","0,1 g","0,039 g",Na,Na,Na,Na,Na,_541_297_101_6303_front_es.3.200.jpg
Fusian pasta oriental sabor curry — Maggi — 71 g,1289 kj(308 kcal),"15,6 g","7,8 g",0 g,0 g,Na,"5,3 g","2,3 g","0,906 g",Na,Na,Na,Na,Na,_841_010_006_3904_front_es.3.200.jpg
Whole Earth Cola,167 kj(40 kcal),0 g,0 g,"9,6 g","9,6 g",0 g,0 g,0 g,0 g,Na,Na,Na,Na,E,Na
Ketchup — Hacendo,297 kj(71 kcal),"0,2 g",0 g,"15,9 g",10 g,Na,"1,2 g","2,1 g","0,827 g",Na,Na,Na,Na,D,_848_000_017_3317_front_fr.4.200.jpg
Postre Soja Natural con Avena — Alpro — 500 g,230 kj(55 kcal),2 g,"0,4 g",3 g,"1,9 g","2,3 g","3,8 g","0,09 g","0,035 g",Na,Na,Na,Na,A,_541_118_812_4269_front_es.23.200.jpg
Bio Fruit Yogurt Cherry — Milbona — 150 g e,427 kj(102 kcal),"2,7 g","1,7 g",15 g,14 g,0 g,"3,9 g","0,13 g","0,051 g",Na,Na,Na,Na,C,_20144326_front_fr.4.200.jpg
Crema vegetal cacao — Valsoia — 400 g,2151 kj(514 kcal),28 g,"4,8 g",57 g,55 g,Na,"5,2 g","0,01 g","0,004 g",Na,Na,Na,Na,E,_800_604_027_7350_front_en.4.200.jpg
Bífidus Natural 0% — Dia — 1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_705_4227_front_en.5.200.jpg
cidre — SAIZAR — 75 cl,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Alo'E Sugar Free — Alo Drink Canarias — 250 ml,13 kj(3 kcal),0 g,0 g,"0,8 g",0 g,0 g,0 g,"0,075 g","0,03 g",Na,Na,Na,Na,B,_841_460_656_3999_front_fr.6.200.jpg
natural con coco — alpro — 500gr,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Cerveza Amstel — 33 cl,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Nutella — Ferrero — 400 g,2276 kj(544 kcal),"31,6 g",11 g,"57,6 g","56,8 g",Na,6 g,"0,1 g","0,039 g",Na,Na,Na,Na,E,_80135876_front_es.14.200.jpg
Extra chocolate — Kellogg's — 375 gr,2079 kj(497 kcal),25 g,12 g,57 g,21 g,"5,8 g",8 g,"0,7 g","0,276 g",Na,Na,Na,Na,D,_505_382_713_9229_front_fr.9.200.jpg
M&M's — Mars — 220 g,2142 kj(512 kcal),"25,5 g","10,3 g","58,9 g","53,5 g",Na,0 g,"0,1 g","0,039 g",Na,Na,Na,Na,Na,_500_015_947_1510_front_en.11.200.jpg
8480000121950,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_000_012_1950_front_es.5.200.jpg
cacahuete à la miel y sal — Eagle — 250 g,2556 kj(611 kcal),48 g,"8,9 g",17 g,14 g,Na,25 g,"0,6 g","0,236 g",Na,Na,Na,Na,Na,_841_260_080_7323_front_es.14.200.jpg
Fruit Yogurt Pêche - Fruit de la passion — Milbona — 150 g,414 kj(99 kcal),"2,7 g","1,7 g","14,2 g",13 g,0 g,"3,9 g","0,13 g","0,051 g",Na,Na,Na,Na,Na,_20144333_front_fr.4.200.jpg
Gofre — ,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24038249_front_en.3.200.jpg
Atún claro — ,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24004886_front_en.3.200.jpg
Ruedas de patatas — Alipende — 85g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_169_174_8903_front_es.3.200.jpg
Marco Crunchy Peanut Butter — 410 g,628 kj(150 kcal),17 g,2 g,6 g,2 g,1 g,8 g,Na,Na,Na,Na,Na,Na,Na,_890_800_441_5177_front_en.5.200.jpg
Nocilla,2276 kj(544 kcal),32 g,11 g,58 g,56 g,Na,5 g,"0,14 g","0,055 g",Na,Na,Na,Na,Na,Na
Pechuga de pollo toque asado — Campofeio,410 kj(98 kcal),"1,5 g","0,5 g",2 g,2 g,Na,19 g,"2,2 g","0,866 g",Na,Na,Na,Na,Na,Na
Nomen — 250g,1400 kj(335 kcal),"0,96 g","0,16 g","69,1 g","0,96 g","5,28 g","12,6 g",0 g,0 g,0 % vol,Na,Na,Na,A,_841_016_901_4176_front_es.4.200.jpg
Bollisol — Dulcesol — 3 unidades,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_008_754_0139_front_es.3.200.jpg
84109309,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_84109309_front_fr.3.200.jpg
Atún en aceite de girasol — Salvora — 240g,799 kj(191 kcal),10 g,"1,5 g",0 g,0 g,0 g,"25,2 g","1,5 g","0,591 g",0 % vol,Na,Na,Na,C,_842_958_300_1488_front_es.4.200.jpg
Chocolate con leche extrafino pasión de almendras — Nestlé  — 300,2310 kj(552 kcal),"34,1 g","15,8 g","51,1 g","49,6 g",Na,"8,6 g","0,15 g","0,059 g",Na,Na,Na,Na,Na,_841_010_003_4348_front_es.3.200.jpg
Bueguer chef —  — 2 hamburguesas,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_358_502_4590_front_en.3.200.jpg
Ensalada Chef Select — 250 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_20611361_front_es.3.200.jpg
Benefit,406 kj(97 kcal),"3,8 g","0,5 g",8 g,"1,8 g",Na,"4,7 g","0,7 g","0,276 g",Na,Na,Na,Na,Na,_841_018_403_3862_front_fr.4.200.jpg
Sopa de cebolla,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_000_008_0387_front_es.3.200.jpg
Dessert laitier bio fraise — Milbona — 150 g,414 kj(99 kcal),"2,7 g","1,7 g","14,2 g","13,2 g",0 g,"3,9 g","0,13 g","0,051 g",Na,Na,Na,Na,Na,_20144319_front_fr.8.200.jpg
 — Hacendado — 250g,745 kj(178 kcal),"6,7 g","4,2 g",24 g,23 g,"1,4 g","4,8 g","0,11 g","0,043 g",Na,Na,Na,Na,Na,_848_000_068_3502_front_es.4.200.jpg
Bolitas de miel — Eco basics — 300g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_105_800_0041_front_es.3.200.jpg
Azucar moreno de caña — Eco Wassy — 500g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_138_055_651_7092_front_fr.3.200.jpg
MACARRONES,1439 kj(344 kcal),2 g,"0,5 g",68 g,"3,5 g",Na,12 g,"0,03 g","0,012 g",Na,Na,Na,Na,Na,_848_001_200_9895_front_es.4.200.jpg
Müsli (Muesli with dried berries) — IKEA — 500g,1527 kj(365 kcal),"5,4 g",1 g,64 g,11 g,Na,11 g,"0,6 g","0,236 g",Na,Na,Na,Na,C,_140_297_891_0005_front_es.7.200.jpg
Leche UHT Ecológica — Gut Bio — 1L,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24052993_front_es.3.200.jpg
Fiambre da perna extra — ,435 kj(104 kcal),"2,8 g","1,6 g","1,7 g","0,6 g",Na,18 g,"2,3 g","0,906 g",Na,Na,Na,Na,Na,_20129200_front_es.3.200.jpg
Break de Cacao — Elgorriaga — 180 g e,1904 kj(455 kcal),19 g,14 g,71 g,30 g,Na,7 g,"0,45 g","0,177 g",Na,Na,Na,Na,E,_841_025_591_9835_front_fr.4.200.jpg
04691808,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_04691808_front_fr.3.200.jpg
Churrumais,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_750_047_800_5765_front_en.3.200.jpg
Rice Stick 10mm — Sunlee,1480 kj(354 kcal),"0,74 g","0,3 g",80 g,0 g,Na,7 g,"0,1 g","0,039 g",Na,Na,Na,Na,Na,Na
ColaCao 0% — 325g,1356 kj(324 kcal),"5,8 g","3,5 g",44 g,"3,5 g",24 g,12 g,"0,25 g","0,098 g",Na,Na,Na,Na,A,_841_001_423_8450_front_es.3.200.jpg
almendras con piel sin cascara — emicela — 250,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_130_330_0155_front_es.4.200.jpg
00065,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_00065_front_en.3.200.jpg
Halloumi with Chili — Eridanous — 225 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_20617233_front_es.5.200.jpg
8414807534026,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
tortilla — mexifoods — 200g,1284 kj(307 kcal),"7,9 g","1,5 g",49 g,"2,2 g","5,5 g",7 g,0 g,0 g,Na,Na,Na,Na,Na,_842_242_410_0425_front_fr.4.200.jpg
Chaskis — Facundo — 100g,1975 kj(472 kcal),19 g,2 g,68 g,"4,1 g","2,6 g","5,9 g","2,7 g","1,063 g",Na,Na,Na,Na,D,_841_367_102_2219_front_es.8.200.jpg
8437002390020,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_700_239_0020_front_es.4.200.jpg
Bifidus Natural desnatado — Carrefour Bio — 500 g,176 kj(42 kcal),"0,5 g","0,1 g","5,1 g","5,1 g",Na,"5,1 g","0,15 g","0,059 g",Na,Na,Na,Na,Na,_843_187_610_4196_front_fr.5.200.jpg
Snack de Plátanos — Bimbachitos de Canarias — 90 gramos,2372 kj(567 kcal),39 g,6 g,49 g,1 g,4 g,3 g,1 g,"0,394 g",Na,Na,Na,Na,Na,_843_700_263_4131_front_es.7.200.jpg
Purée de Calabaza con Zanahoria — Knorr — 1L,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_871_410_084_3666_front_fr.3.200.jpg
Muesli crujiente — Hacendado — 1 kg,1858 kj(444 kcal),14 g,"0,6 g",69 g,22 g,"5,6 g",7 g,"0,35 g","0,138 g",Na,Na,Na,Na,Na,_848_000_009_4292_front_es.3.200.jpg
Amstel Radler — 1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_056_961_5614_front_es.3.200.jpg
bizcochuelo,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_779_007_041_0146_front_en.3.200.jpg
29037223,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_29037223_front_fr.3.200.jpg
Kaffee Weiber — Turm — 250g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_40273167_front_fr.3.200.jpg
vinto,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_501_043_800_5824_front_fr.11.200.jpg
Paquito Des.frt Pommes — 8,293 kj(70 kcal),"0,5 g","0,1 g","15,9 g","15,2 g",Na,"0,5 g","0,01 g","0,004 g",Na,Na,Na,Na,Na,_325_039_013_9201_front_fr.8.200.jpg
Caldo de pollo — Gallina blanca — 1 L,21 kj(5 kcal),"0,3 g","0,1 g","0,2 g",0 g,Na,"0,4 g","0,75 g","0,295 g",Na,Na,Na,Na,Na,_841_030_034_9051_front_es.3.200.jpg
Puré de patatas,1464 kj(350 kcal),"0,8 g","0,5 g",75 g,"2,5 g",Na,"7,4 g","0,06 g","0,024 g",Na,Na,Na,Na,Na,_841_010_006_5106_front_en.3.200.jpg
salsa de yogur ifa,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_201_3250_front_es.3.200.jpg
leche entera Feiraco 200ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_066_800_2186_front_es.3.200.jpg
aquarade — Pepsico — 330ml,109 kj(26 kcal),0 g,0 g,"6,3 g","6,3 g",Na,0 g,"0,1 g","0,039 g",0 % vol,Na,Na,Na,D,_42022817_front_es.4.200.jpg
